event_id,timestamp,mission_phase,region_type,radar_signal_strength,radar_noise_level,satellite_temperature,satellite_power_level,uav_battery_level,uav_altitude,communication_latency_ms,communication_packet_loss,cyber_alert_count,failed_login_attempts,weather_severity,anomaly_label,anomaly_type,hour,day_of_week,is_night_operation,radar_health_score,satellite_stability_score,uav_operational_score,communication_reliability_score,cyber_pressure_index,environmental_risk_index,sensor_degradation_index,multi_domain_pressure_score,simultaneous_domain_stress_count,mission_risk_score,risk_level,isolation_forest_anomaly,ml_anomaly_prediction,ml_anomaly_probability
EVT-00208,2026-01-03 03:45:00,Return,Desert,77.24,20.01,51.21,78.5,100.0,16277.75,366.06,15.8,0,2,5,1,Communication Disruption,3,5,1,57.22999999999999,52.894999999999996,89.5333,15.415199999999992,3.6,50,55.39195,28.279717500000004,2,46.25,Moderate,1,1,0.845
EVT-00209,2026-01-03 04:00:00,Launch,Coastal,63.6,18.31,30.91,82.42,69.36,12610.7,168.51,0.52,1,1,5,0,Normal,4,5,1,45.290000000000006,66.965,63.68484,84.6992,4.3,50,38.73244999999999,26.197634499999996,1,32.84,Moderate,0,0,0.0
EVT-00210,2026-01-03 04:15:00,Surveillance,Open Ocean,71.14,20.89,51.9,88.87,100.0,10080.51,135.55,1.41,1,3,4,0,Normal,4,5,1,50.25,62.92,82.096612,84.221,7.9,40,36.62725,22.8279401,1,30.18,Moderate,0,0,0.0
EVT-00211,2026-01-03 04:30:00,Launch,Desert,79.34,21.05,46.42,88.36,91.51,12085.39,116.24,2.24,3,2,1,0,Normal,4,5,1,58.290000000000006,65.15,78.55946800000001,82.8608,11.1,10,29.095799999999993,21.266216399999998,0,22.56,Low,0,0,0.0
EVT-00212,2026-01-03 04:45:00,Surveillance,Desert,81.3,21.62,50.02,71.3,47.63,5481.59,141.67,2.19,2,3,3,0,Normal,4,5,1,59.67999999999999,46.28999999999999,39.918908,81.00139999999999,10.4,30,36.78915000000001,32.21133590000001,1,35.88,Moderate,0,0,0.0194
EVT-00213,2026-01-03 05:00:00,Surveillance,Mountain,81.76,15.76,48.04,80.5,62.68,9287.6,122.58,5.44,2,3,3,0,Normal,5,5,1,66.0,56.480000000000004,55.021119999999996,71.1536,10.4,30,34.4916,28.156996,0,29.12,Low,0,0,0.0
EVT-00214,2026-01-03 05:15:00,Transit,Open Ocean,66.12,30.73,37.1,94.43,62.63,12091.11,113.34,2.87,2,3,3,0,Normal,5,5,1,35.39,75.88000000000001,58.350332,80.8878,10.4,30,37.921549999999996,29.0346311,1,34.0,Moderate,0,0,0.0
EVT-00215,2026-01-03 05:30:00,Surveillance,Urban,85.69,19.41,33.02,86.55,70.88,14114.19,131.83,0.0,2,5,5,0,Normal,5,5,1,66.28,70.03999999999999,66.553028,89.4536,14.0,50,29.428600000000003,24.832264400000003,1,29.03,Low,0,0,0.005
EVT-00216,2026-01-03 05:45:00,Launch,Urban,70.8,6.83,39.3,76.08,71.16,7146.71,104.56,3.17,0,5,5,0,Normal,5,5,1,63.97,56.43,58.388052,80.5402,9.0,50,35.86795,27.6129671,1,33.13,Moderate,0,0,0.0
EVT-00217,2026-01-03 06:00:00,Pre-Mission,Mountain,83.7,11.99,49.52,100.0,100.0,11047.11,128.83,3.37,5,5,2,0,Normal,6,5,0,71.71000000000001,75.24,83.25653199999999,77.8986,21.5,20,24.616849999999996,21.951276099999998,0,21.89,Low,0,0,0.0
EVT-00218,2026-01-03 06:15:00,Pre-Mission,Desert,47.45,18.8,65.72,85.8,56.92,14524.21,433.36,2.3,15,1,5,1,Multi-Domain Escalation,6,5,0,28.650000000000002,52.94,57.273052,57.2812,39.3,50,54.917199999999994,47.01312959999999,3,59.36,High,1,1,0.995
EVT-00219,2026-01-03 06:30:00,Transit,Open Ocean,65.61,18.1,34.06,88.69,75.21,8371.37,141.1,0.56,3,3,5,0,Normal,6,5,0,47.51,71.66,62.69264399999999,86.75200000000001,12.9,50,36.2685,28.297296200000005,1,33.2,Moderate,0,0,0.0
EVT-00220,2026-01-03 06:45:00,Return,Mountain,75.15,17.27,37.15,88.8,80.63,12572.96,98.33,5.31,2,3,4,0,Normal,6,5,0,57.88000000000001,70.225,71.52855199999999,73.54860000000001,10.4,40,34.79859999999999,24.993659599999997,1,31.26,Moderate,0,0,0.0
EVT-00221,2026-01-03 07:00:00,Pre-Mission,Desert,81.29,15.19,39.21,83.43,71.98,12164.94,144.85,0.79,2,1,2,0,Normal,7,5,0,66.10000000000001,63.825,64.983928,85.647,6.8,20,27.496999999999996,21.756864399999998,0,22.39,Low,0,0,0.0
EVT-00222,2026-01-03 07:15:00,Transit,Mountain,83.52,30.07,42.14,80.91,73.54,16285.95,88.28,3.56,1,2,4,0,Normal,7,5,0,53.449999999999996,59.839999999999996,71.02114,80.4776,6.1,40,37.213100000000004,24.676667000000002,1,31.62,Moderate,0,0,0.0
EVT-00223,2026-01-03 07:30:00,Surveillance,Open Ocean,76.73,21.29,34.1,100.0,57.37,11424.66,99.96,2.82,3,1,3,0,Normal,7,5,0,55.440000000000005,82.95,53.868592,82.1332,9.3,30,28.825199999999995,25.452621599999997,0,25.02,Low,0,0,0.0
EVT-00224,2026-01-03 07:45:00,Launch,Desert,91.79,22.36,33.62,93.02,73.49,11571.0,101.49,3.46,1,1,5,0,Normal,7,5,0,69.43,76.21,65.3282,79.7708,4.3,50,29.2043,21.581295,1,27.36,Low,0,0,0.0
EVT-00225,2026-01-03 08:00:00,Surveillance,Mountain,87.07,12.41,38.43,91.75,79.16,14137.4,82.48,5.23,1,1,4,0,Normal,8,5,0,74.66,72.535,72.37688,75.0966,4.3,40,27.961100000000002,19.612119,1,25.93,Low,0,0,0.0
EVT-00226,2026-01-03 08:15:00,Launch,Open Ocean,75.69,12.01,45.69,90.03,76.59,8684.13,155.55,3.4,2,3,5,0,Normal,8,5,0,63.68,67.185,64.033956,75.65599999999999,10.4,50,34.50175,26.3589963,1,32.06,Moderate,0,0,0.0
EVT-00227,2026-01-03 08:30:00,Return,Urban,84.75,18.22,35.56,78.98,79.98,11447.79,86.08,1.61,0,3,3,0,Normal,8,5,0,66.53,61.2,69.723348,87.4786,5.4,30,29.044849999999997,21.0155129,0,22.54,Low,0,0,0.0
EVT-00228,2026-01-03 08:45:00,Transit,Open Ocean,95.4,19.04,44.07,94.94,91.78,10860.69,95.54,4.27,2,6,1,0,Normal,8,5,0,76.36000000000001,72.905,77.27882799999999,77.4118,15.8,10,22.194799999999994,20.0618944,0,19.93,Low,0,0,0.0
EVT-00229,2026-01-03 09:00:00,Transit,Urban,95.64,6.86,53.47,80.1,85.12,11652.72,163.94,1.49,1,2,3,0,Normal,9,5,0,88.78,53.364999999999995,73.567264,81.6698,6.1,30,24.668300000000002,18.522282200000003,0,20.12,Low,0,0,0.0
EVT-00230,2026-01-03 09:15:00,Pre-Mission,Coastal,66.95,16.92,34.59,87.98,73.0,14121.02,100.03,2.76,0,2,5,0,Normal,9,5,0,50.03,70.685,68.04522399999999,82.33760000000001,3.6,50,36.73385,24.181187700000002,1,31.11,Moderate,0,0,0.0
EVT-00231,2026-01-03 09:30:00,Transit,Open Ocean,69.66,18.08,43.35,74.52,55.6,13385.4,113.42,0.43,3,0,4,0,Normal,9,5,0,51.58,52.845,54.98248,89.4214,7.5,40,37.380399999999995,28.449683999999998,1,33.57,Moderate,0,0,0.005
EVT-00232,2026-01-03 09:45:00,Return,Desert,91.36,16.71,53.2,71.71,63.6,10128.29,84.58,0.85,1,3,4,0,Normal,9,5,0,74.65,45.10999999999999,56.673947999999996,90.2586,7.9,40,31.03035,25.393867900000004,1,29.94,Low,0,0,0.005
EVT-00233,2026-01-03 10:00:00,Pre-Mission,Open Ocean,68.48,13.12,41.65,88.23,68.93,12341.75,149.15,2.58,0,4,4,0,Normal,10,5,0,55.36000000000001,67.405,63.0611,79.038,7.2,40,35.01325,25.6637425,1,31.5,Moderate,0,0,0.0
EVT-00234,2026-01-03 10:15:00,Surveillance,Desert,66.1,14.76,40.41,80.34,75.53,15726.1,149.64,3.09,1,2,3,0,Normal,10,5,0,51.339999999999996,60.135000000000005,71.74231999999999,77.2138,6.1,30,37.193799999999996,24.523745999999996,0,27.51,Low,0,0,0.0
EVT-00235,2026-01-03 10:30:00,Transit,Desert,37.33,32.9,54.31,72.08,65.3,9921.59,145.86,0.0,1,3,1,1,Radar Degradation,10,5,0,4.43,44.925,57.61590799999999,88.3312,7.9,10,51.63545,34.4777709,2,45.08,Moderate,1,1,1.0
EVT-00236,2026-01-03 10:45:00,Surveillance,Coastal,81.78,18.54,42.55,89.78,58.9,12362.92,138.81,3.3,1,1,3,0,Normal,10,5,0,63.24,68.505,56.065504,77.3452,4.3,30,30.90345,24.1984517,0,25.29,Low,0,0,0.0
EVT-00237,2026-01-03 11:00:00,Surveillance,Urban,77.08,21.63,53.84,100.0,55.37,11517.1,122.58,1.19,1,6,1,0,Normal,11,5,0,55.45,73.08,52.579519999999995,86.0286,13.3,10,27.31535,26.4310035,0,24.79,Low,0,0,0.0
EVT-00238,2026-01-03 11:15:00,Transit,Urban,72.14,24.49,48.43,95.73,48.88,11842.49,101.65,4.55,2,4,2,0,Normal,11,5,0,47.650000000000006,71.515,48.426988,75.943,12.2,20,34.458,30.090702399999998,0,29.69,Low,0,0,0.0
EVT-00239,2026-01-03 11:30:00,Launch,Coastal,71.93,16.23,42.26,84.2,68.71,7923.36,91.48,1.94,1,3,4,0,Normal,11,5,0,55.7,63.07000000000001,57.605031999999994,85.8916,7.9,40,34.2646,26.6630636,1,31.61,Moderate,0,0,0.0
EVT-00240,2026-01-03 11:45:00,Surveillance,Urban,71.59,15.26,48.84,86.06,51.42,15526.91,165.15,0.7,2,5,5,0,Normal,11,5,0,56.330000000000005,61.64,54.626292,84.338,14.0,50,36.29,30.305241600000002,1,34.61,Moderate,0,0,0.005
EVT-00241,2026-01-03 12:00:00,Pre-Mission,Mountain,70.08,20.63,47.56,92.21,57.99,10064.12,146.77,2.62,1,3,2,0,Normal,12,5,0,49.45,68.42999999999999,52.669944,79.0884,7.9,20,33.8129,27.4468162,0,27.84,Low,0,0,0.0
EVT-00242,2026-01-03 12:15:00,Transit,Desert,98.53,21.67,53.17,93.85,66.49,14565.18,95.73,1.03,0,2,4,0,Normal,12,5,0,76.86,67.26499999999999,64.021216,88.7366,3.6,40,25.098600000000005,19.750126800000004,1,24.62,Low,0,0,0.0
EVT-00243,2026-01-03 12:30:00,Pre-Mission,Open Ocean,80.68,15.39,40.61,83.6,53.3,10446.56,121.39,4.53,2,5,2,0,Normal,12,5,0,65.29,63.294999999999995,49.84587199999999,74.43379999999999,14.0,20,30.7163,28.7531606,0,27.95,Low,0,0,0.0
EVT-00244,2026-01-03 12:45:00,Surveillance,Mountain,85.98,22.74,45.33,86.24,77.32,10436.24,109.5,2.5,3,1,2,0,Normal,12,5,0,63.24000000000001,63.574999999999996,66.647488,82.49,9.3,20,29.349749999999997,23.1328899,0,23.91,Low,0,0,0.0
EVT-00245,2026-01-03 13:00:00,Surveillance,Open Ocean,73.6,23.88,44.51,88.1,82.36,15032.81,80.51,2.26,3,1,5,0,Normal,13,5,0,49.72,65.845,75.691372,85.64920000000001,9.3,50,37.22445,24.867728099999997,1,31.61,Moderate,0,0,0.0
EVT-00246,2026-01-03 13:15:00,Pre-Mission,Open Ocean,37.39,65.19,50.63,89.88,64.31,14484.71,126.22,3.45,6,2,4,1,Radar Degradation,13,5,0,0.0,64.565,62.398652,77.8274,18.6,40,55.4019,38.9611246,2,49.54,Moderate,1,1,0.99
EVT-00247,2026-01-03 13:30:00,Surveillance,Open Ocean,71.58,28.67,36.8,85.07,65.88,12521.66,105.46,0.89,1,4,1,0,Normal,13,5,0,42.91,66.66999999999999,61.141991999999995,88.4482,9.7,10,32.701950000000004,25.8824791,1,30.07,Moderate,0,0,0.0
EVT-00248,2026-01-03 13:45:00,Transit,Mountain,54.13,12.8,53.14,85.16,79.52,13902.88,86.66,0.44,4,4,1,0,Normal,13,5,0,41.33,58.589999999999996,72.347456,91.5272,17.2,10,34.5052,27.077848799999998,1,31.32,Moderate,0,0,0.005
EVT-00249,2026-01-03 14:00:00,Surveillance,Coastal,65.6,18.08,48.73,95.66,62.0,11278.62,68.23,3.15,3,2,1,0,Normal,14,5,0,47.519999999999996,71.295,56.934343999999996,83.5166,11.1,10,31.1651,26.5224262,0,26.13,Low,0,0,0.0
EVT-00250,2026-01-03 14:15:00,Pre-Mission,Open Ocean,61.7,18.07,34.46,94.47,61.04,11979.08,65.27,0.74,3,4,3,0,Normal,14,5,0,43.63,77.24,57.102895999999994,92.1884,14.7,30,31.8724,28.067000800000002,1,31.13,Moderate,0,0,0.005
EVT-00251,2026-01-03 14:30:00,Pre-Mission,Coastal,57.75,17.41,54.67,89.34,88.75,10345.94,107.0,0.74,2,2,1,0,Normal,14,5,0,40.34,62.005,74.540128,88.85,8.6,10,34.667249999999996,23.7022369,1,29.44,Low,0,0,0.0
EVT-00252,2026-01-03 14:45:00,Transit,Mountain,67.24,14.1,62.87,98.03,84.38,14260.16,117.02,3.84,0,3,3,0,Normal,14,5,0,53.13999999999999,66.595,76.178192,77.1984,5.4,30,34.95265,22.3830541,0,25.5,Low,0,0,0.0
EVT-00253,2026-01-03 15:00:00,Pre-Mission,Urban,89.92,9.09,53.01,83.29,80.42,10266.47,89.36,3.34,2,3,3,0,Normal,15,5,0,80.83,56.78500000000001,68.613764,81.16120000000001,10.4,30,26.722949999999997,21.9425747,0,22.73,Low,0,0,0.0
EVT-00254,2026-01-03 15:15:00,Launch,Desert,77.6,18.56,56.42,97.36,84.96,15712.89,142.78,0.49,1,3,4,0,Normal,15,5,0,59.03999999999999,69.15,78.327468,86.8626,7.9,40,31.33285,21.199288900000003,1,27.44,Low,0,0,0.0
EVT-00255,2026-01-03 15:30:00,Surveillance,Desert,35.95,41.44,45.68,89.8,44.32,11210.41,117.71,1.51,0,6,2,1,Radar Degradation,15,5,0,0.0,66.96,44.47649199999999,85.29820000000001,10.8,20,49.93545,37.35565410000001,2,46.25,Moderate,1,1,0.99
EVT-00256,2026-01-03 15:45:00,Pre-Mission,Urban,81.7,18.52,31.71,100.0,90.95,12051.27,140.19,1.05,2,2,1,0,Normal,15,5,0,63.18000000000001,84.145,78.126524,85.1098,8.6,10,22.073299999999996,17.317680199999998,0,17.79,Low,0,0,0.0
EVT-00257,2026-01-03 16:00:00,Surveillance,Coastal,85.04,13.24,30.25,77.65,77.49,13896.82,113.6,5.34,2,0,1,0,Normal,16,5,0,71.80000000000001,62.525000000000006,70.919184,72.22200000000001,5.0,10,27.683249999999994,20.023625699999997,0,21.87,Low,0,0,0.0
EVT-00258,2026-01-03 16:15:00,Pre-Mission,Mountain,69.89,11.4,47.04,81.17,86.15,12059.66,92.45,3.95,2,2,1,0,Normal,16,5,0,58.49,57.650000000000006,74.776592,78.779,8.6,10,31.921249999999997,22.419244099999997,0,24.35,Low,0,0,0.0
EVT-00259,2026-01-03 16:30:00,Pre-Mission,Mountain,82.72,19.41,40.26,88.93,77.42,11255.23,123.99,1.83,2,2,1,0,Normal,16,5,0,63.31,68.80000000000001,67.700276,83.6758,8.6,10,26.222549999999995,21.270092299999998,0,21.6,Low,0,0,0.0
EVT-00260,2026-01-03 16:45:00,Transit,Open Ocean,84.56,18.91,37.68,88.78,72.68,11924.94,75.81,3.42,3,2,2,0,Normal,16,5,0,65.65,69.94,65.185928,81.9652,11.1,20,27.0462,23.0186044,0,23.09,Low,0,0,0.0
EVT-00261,2026-01-03 17:00:00,Surveillance,Coastal,72.81,21.48,44.5,99.65,68.15,14234.55,138.88,0.33,2,4,5,0,Normal,17,5,0,51.33,77.4,64.78646,87.7346,12.2,50,33.25085,26.2755905,1,31.0,Moderate,0,0,0.0
EVT-00262,2026-01-03 17:15:00,Pre-Mission,Open Ocean,83.04,31.12,49.92,81.32,77.14,10342.87,87.2,1.42,1,2,4,0,Normal,17,5,0,51.92,56.35999999999999,66.409444,88.054,6.1,40,36.7245,25.379136200000005,1,31.6,Moderate,0,0,0.0
EVT-00263,2026-01-03 17:30:00,Launch,Mountain,83.1,19.66,33.38,92.33,67.64,11684.41,152.14,2.67,2,4,2,0,Normal,17,5,0,63.44,75.64,61.369292,78.4838,12.2,20,27.26505,24.2654141,0,23.96,Low,0,0,0.0
EVT-00264,2026-01-03 17:45:00,Return,Open Ocean,73.05,20.91,41.41,94.14,84.15,12025.72,108.15,3.22,1,2,5,0,Normal,17,5,0,52.14,73.435,73.335864,80.078,6.1,50,35.872749999999996,23.6105647,1,30.6,Moderate,0,0,0.0
EVT-00265,2026-01-03 18:00:00,Return,Coastal,67.9,11.53,57.08,90.93,49.79,14161.46,157.19,2.34,4,1,4,0,Normal,18,5,0,56.370000000000005,62.39000000000001,51.846751999999995,79.2348,11.8,40,35.86429999999999,29.899584599999997,1,34.29,Moderate,0,0,0.0
EVT-00266,2026-01-03 18:15:00,Transit,Urban,67.34,10.28,36.4,79.27,64.42,11750.39,80.71,2.9,1,2,4,0,Normal,18,5,0,57.06,61.06999999999999,59.194468,83.3932,6.1,40,34.9132,26.0070464,1,31.55,Moderate,0,0,0.0
EVT-00267,2026-01-03 18:30:00,Transit,Urban,78.78,27.5,51.96,95.85,100.0,16520.75,96.28,2.63,2,3,5,0,Normal,18,5,0,51.28,69.86999999999999,89.8249,83.0926,10.4,50,36.311350000000004,22.015127500000002,1,29.74,Low,0,0,0.0
EVT-00268,2026-01-03 18:45:00,Launch,Coastal,80.94,12.46,41.12,94.61,63.23,11608.65,133.33,2.24,1,3,4,0,Normal,18,5,0,68.47999999999999,74.05,58.191379999999995,81.4936,7.9,40,28.146100000000004,23.792469000000004,1,28.14,Low,0,0,0.0
EVT-00269,2026-01-03 19:00:00,Surveillance,Open Ocean,70.87,11.74,49.37,90.2,68.66,11405.79,160.97,2.03,1,2,5,0,Normal,19,5,0,59.13,65.515,61.748948,80.0174,6.1,50,35.4214,25.724840399999998,1,31.79,Moderate,0,0,0.0
EVT-00270,2026-01-03 19:15:00,Transit,Urban,78.24,17.77,53.78,87.43,59.64,11572.42,178.33,1.82,0,3,2,0,Normal,19,5,0,60.47,60.540000000000006,55.634904,79.36359999999999,5.4,20,31.8596,25.099839199999998,0,25.96,Low,0,0,0.0
EVT-00271,2026-01-03 19:30:00,Launch,Coastal,83.13,17.46,50.93,87.58,76.7,8708.4,121.45,2.87,2,5,5,0,Normal,19,5,0,65.66999999999999,62.114999999999995,64.14008,80.23899999999999,14.0,50,33.92700000000001,27.339134000000005,1,32.35,Moderate,0,0,0.0
EVT-00272,2026-01-03 19:45:00,Pre-Mission,Urban,83.56,12.58,52.27,85.45,61.69,9408.18,184.32,3.16,2,3,1,0,Normal,19,5,0,70.98,59.315,54.472815999999995,74.1944,10.4,10,28.279649999999997,25.4712793,0,25.2,Low,0,0,0.005
EVT-00273,2026-01-03 20:00:00,Pre-Mission,Open Ocean,91.97,16.17,35.79,90.49,69.4,10673.33,109.86,2.82,3,6,2,0,Normal,20,5,1,75.8,72.595,61.387996,81.3412,18.3,20,22.985950000000003,24.471078300000002,0,22.73,Low,0,0,0.0
EVT-00274,2026-01-03 20:15:00,Return,Desert,89.49,25.38,53.91,86.22,83.88,14839.57,158.46,0.61,2,2,5,0,Normal,20,5,1,64.11,59.265,76.523484,85.1882,8.6,50,33.9482,22.9819932,1,29.62,Low,0,0,0.0
EVT-00275,2026-01-03 20:30:00,Transit,Desert,68.99,13.16,38.18,80.06,62.22,11917.18,219.72,5.23,0,3,1,1,Communication Disruption,20,5,1,55.83,60.97,57.85461599999999,64.1174,5.4,10,35.68765,26.3785193,0,28.36,Low,0,1,0.845
EVT-00276,2026-01-03 20:45:00,Transit,Desert,93.15,9.64,47.08,78.66,83.04,10788.39,134.71,3.14,1,5,3,0,Normal,20,5,1,83.51,55.12,71.074068,78.2332,11.5,30,26.9332,21.9301264,0,22.93,Low,0,0,0.0
EVT-00277,2026-01-03 21:00:00,Transit,Desert,73.22,23.66,47.07,80.74,83.51,15066.34,38.04,4.85,6,2,2,0,Normal,21,5,1,49.56,57.205,76.536608,79.9818,18.6,20,36.357299999999995,27.563463399999996,0,28.84,Low,0,0,0.0
EVT-00278,2026-01-03 21:15:00,Surveillance,Desert,87.4,20.95,48.88,87.55,86.77,15877.94,80.74,2.74,1,1,1,0,Normal,21,5,1,66.45,63.11,79.79252799999999,83.9508,4.3,10,26.477299999999996,17.4612794,0,19.51,Low,0,0,0.0
EVT-00279,2026-01-03 21:30:00,Pre-Mission,Urban,78.61,14.28,47.7,85.81,73.97,15138.46,136.33,1.84,1,2,2,0,Normal,21,5,1,64.33,61.96,69.945152,82.6536,6.1,20,29.331100000000003,21.344964600000004,0,22.86,Low,0,0,0.0
EVT-00280,2026-01-03 21:45:00,Pre-Mission,Open Ocean,74.29,8.51,38.25,87.51,100.0,9867.28,74.06,2.86,1,5,3,0,Normal,21,5,1,65.78,68.385,81.84073599999999,84.06519999999999,11.5,30,28.36445,20.4208553,0,22.07,Low,0,0,0.0
EVT-00281,2026-01-03 22:00:00,Launch,Desert,61.73,13.53,34.2,89.51,86.76,10761.88,134.94,0.68,2,1,4,0,Normal,22,5,1,48.199999999999996,72.41,73.646256,86.82480000000001,6.8,40,34.321299999999994,23.0953338,1,29.4,Low,0,0,0.0
EVT-00282,2026-01-03 22:15:00,Transit,Desert,76.46,17.67,51.98,81.61,76.55,16534.34,151.73,4.59,15,24,4,1,Cyber Intrusion Pattern,22,5,1,58.78999999999999,55.620000000000005,73.426208,71.7966,80.7,40,38.56935,50.9159659,2,52.05,Moderate,1,1,0.9839
EVT-00283,2026-01-03 22:30:00,Surveillance,Coastal,63.97,24.99,46.49,96.26,59.74,12602.85,102.45,2.8,2,2,1,0,Normal,22,5,1,38.980000000000004,73.015,56.94142,82.004,8.6,10,34.10225,26.9677285,1,31.31,Moderate,0,0,0.01
EVT-00284,2026-01-03 22:45:00,Transit,Open Ocean,86.71,11.78,54.2,84.13,70.64,11330.93,86.09,1.43,1,3,2,0,Normal,22,5,1,74.92999999999999,57.029999999999994,63.045116,88.1078,7.9,20,25.490050000000004,21.626499300000003,0,21.7,Low,0,0,0.0
EVT-00285,2026-01-03 23:00:00,Transit,Coastal,91.65,17.49,44.64,82.97,91.97,13795.87,103.4,2.23,2,2,1,0,Normal,23,5,1,74.16000000000001,60.65,80.934044,83.923,8.6,10,24.400749999999995,17.803528699999998,0,19.13,Low,0,0,0.0
EVT-00286,2026-01-03 23:15:00,Return,Urban,70.83,22.05,33.76,89.38,95.93,14518.25,86.2,1.66,2,4,1,0,Normal,23,5,1,48.78,72.5,84.5729,87.294,12.2,10,29.4785,20.620745,0,22.03,Low,0,0,0.0
EVT-00287,2026-01-03 23:30:00,Pre-Mission,Open Ocean,80.72,3.71,52.73,73.14,92.7,10571.38,116.46,4.6,0,5,2,0,Normal,23,5,1,77.01,46.775000000000006,77.575656,74.5832,9.0,20,30.706949999999996,21.4529963,0,23.9,Low,0,0,0.0
EVT-00288,2026-01-03 23:45:00,Transit,Coastal,71.47,24.2,42.04,80.47,82.99,12548.6,123.57,2.18,2,4,4,0,Normal,23,5,1,47.269999999999996,59.45,73.15132,82.48440000000001,12.2,40,38.9719,27.177090999999997,1,33.56,Moderate,0,0,0.0
EVT-00289,2026-01-04 00:00:00,Transit,Urban,72.34,10.91,47.74,92.87,54.42,14316.4,109.29,2.75,2,9,2,0,Normal,0,6,1,61.43000000000001,69.0,55.27368,81.6318,21.2,20,28.841549999999998,29.3439615,0,27.38,Low,0,0,0.0
EVT-00290,2026-01-04 00:15:00,Transit,Desert,84.97,19.99,39.82,73.84,78.82,9099.28,178.6,3.42,1,2,1,0,Normal,0,6,1,64.98,53.93000000000001,66.09313599999999,73.742,6.1,10,31.838999999999995,23.243922800000004,0,25.05,Low,0,0,0.0
EVT-00291,2026-01-04 00:30:00,Return,Coastal,77.65,19.48,58.15,93.82,54.62,12030.86,94.82,1.31,1,2,2,0,Normal,0,6,1,58.17,64.74499999999999,52.671032,87.8294,6.1,20,29.4969,24.8743986,0,24.7,Low,0,0,0.0
EVT-00292,2026-01-04 00:45:00,Launch,Open Ocean,93.66,24.51,37.99,96.58,51.18,9214.03,168.7,2.81,2,7,3,0,Normal,0,6,1,69.14999999999999,77.585,46.882836,76.66900000000001,17.6,30,26.734,28.813732800000004,0,26.68,Low,0,0,0.0
EVT-00293,2026-01-04 01:00:00,Return,Mountain,73.66,21.31,42.3,83.41,75.35,9541.05,83.56,2.94,2,2,2,0,Normal,1,6,1,52.349999999999994,62.26,64.19425999999999,83.02520000000001,8.6,20,33.3562,25.181438000000007,0,26.3,Low,0,0,0.0
EVT-00294,2026-01-04 01:15:00,Launch,Urban,86.99,3.74,45.86,88.04,79.32,10592.25,122.55,0.01,4,3,5,0,Normal,1,6,1,83.25,65.11000000000001,68.23469999999999,90.161,15.4,50,24.544749999999997,22.788197500000003,1,26.4,Low,0,0,0.005
EVT-00295,2026-01-04 01:30:00,Transit,Open Ocean,78.88,13.29,36.26,93.83,84.65,13192.8,161.41,2.9,6,2,3,0,Normal,1,6,1,65.59,75.7,75.08636,76.93719999999999,18.6,30,28.3842,24.265618000000003,0,24.56,Low,0,0,0.0
EVT-00296,2026-01-04 01:45:00,Transit,Mountain,85.16,18.83,47.64,82.73,78.96,11194.94,159.6,2.43,3,3,5,0,Normal,1,6,1,66.33,58.910000000000004,68.70592799999999,78.727,12.9,50,34.875249999999994,26.4676769,1,32.23,Moderate,0,0,0.0
EVT-00297,2026-01-04 02:00:00,Return,Coastal,73.98,16.83,57.9,92.07,79.44,10378.95,105.29,2.71,2,1,1,0,Normal,2,6,1,57.150000000000006,63.11999999999999,68.06273999999999,82.09179999999999,6.8,10,30.194550000000003,22.354999500000005,0,23.56,Low,0,0,0.0
EVT-00298,2026-01-04 02:15:00,Transit,Desert,77.55,20.87,41.08,81.3,58.21,12128.89,139.43,2.56,2,6,2,0,Normal,2,6,1,56.67999999999999,60.76,55.301668,79.88560000000001,15.8,20,33.0006,29.3199364,0,28.78,Low,0,0,0.0
EVT-00299,2026-01-04 02:30:00,Launch,Mountain,76.96,22.74,48.16,82.66,70.53,9132.59,134.74,2.91,0,3,1,0,Normal,2,6,1,54.22,58.58,60.330107999999996,79.0358,5.4,10,33.11905,24.7275509,0,26.01,Low,0,0,0.0
EVT-00300,2026-01-04 02:45:00,Pre-Mission,Urban,70.48,21.65,23.0,80.4,50.9,13072.01,101.1,4.64,3,3,1,0,Normal,2,6,1,48.830000000000005,68.9,51.316412,75.67200000000001,12.9,10,33.26649999999999,29.221642599999996,0,28.71,Low,0,0,0.0
EVT-00301,2026-01-04 03:00:00,Launch,Desert,83.96,16.71,44.69,88.4,43.95,14828.47,141.56,0.61,0,2,5,0,Normal,3,6,1,67.25,66.055,48.559163999999996,86.5402,3.6,50,30.813699999999997,25.4143322,1,29.91,Low,0,0,0.01
EVT-00302,2026-01-04 03:15:00,Return,Mountain,83.85,6.92,42.5,94.11,82.37,11801.99,185.19,1.95,4,1,3,0,Normal,3,6,1,76.92999999999999,72.86,71.821388,78.35979999999999,11.8,30,24.769550000000002,20.912019900000004,0,21.46,Low,0,0,0.01
EVT-00303,2026-01-04 03:30:00,Pre-Mission,Desert,83.34,15.27,38.45,84.71,61.46,11493.38,136.51,3.57,15,18,4,1,Cyber Intrusion Pattern,3,6,1,68.07000000000001,65.48499999999999,56.814055999999994,76.5842,69.9,40,31.6582,47.348378800000006,2,47.5,Moderate,1,1,0.995
